name,mass (g),year,reclat,reclong,color
Meteorite Hills 00514,275.1,2000,-79.683330,155.750000,3
Ramlat as Sahmah 005,275.28,2003,20.036950,56.288770,3
Jiddat al Harasis 448,275.764,2007,19.599570,56.432080,3
Dhofar 1582,276,2004,19.369500,54.538170,3
Northwest Africa 7663,276.6,2011,0.000000,0.000000,3
Hammadah al Hamra 271,277,2000,28.437830,12.886670,3
Sayh al Uhaymir 490,277.9,2008,20.273170,56.634130,3
Sayh al Uhaymir 312,278,2004,20.611670,56.755000,3
Dar al Gani 785,278,2000,26.998830,16.442830,3
Sayh al Uhaymir 056,278,2000,20.530000,56.671670,3
Jiddat al Harasis 710,278.2,2011,19.418280,55.318050,3
Grove Mountains 021508,278.2,2003,-72.946390,75.283330,3
Willcox Playa 005,278.4,2004,32.093900,-109.884120,3
Ramlat as Sahmah 274,278.5,2008,20.580770,56.102870,3
Sayh al Uhaymir 130,278.5,2004,21.003330,57.318330,3
Grove Mountains 091001,278.74,2010,-72.984890,75.248670,3
Tupelo,280,2012,34.242160,-88.775940,3
Dar al Gani 1052,280,2008,27.328330,16.218670,3
Thiel Mountains 06004,280,2007,-85.162000,-94.547500,3
Dhofar 550,280,2001,18.841350,54.563400,3
Dhofar 704,280,2001,18.891670,54.586670,3
Allan Hills 06006,280.9,2006,-76.705580,158.775870,3
Jiddat al Harasis 408,280.972,2007,19.734720,56.455580,3
Dhofar 416,281,2001,18.764270,54.233250,3
Dhofar 492,281,2001,18.711670,54.653330,3
Dhofar 1030,281.1,2003,19.332630,54.778220,3
El Médano 164,282,2011,-24.850000,-70.533330,3
Grove Mountains 021670,282.4,2003,-72.778610,75.331670,3
Dhofar 399,283,2001,18.220900,54.701180,3
Dhofar 564,283,2001,18.718630,54.379520,3
Dhofar 705,283,2001,18.816670,54.261670,3
Jiddat al Harasis 409,283.604,2007,19.676780,56.603920,3
Dhofar 391,284,2001,19.107420,54.819500,3
Jiddat al Harasis 576,284.6,2009,19.748680,56.320080,3
Sayh al Uhaymir 191,284.83,2002,20.965950,57.324550,3
Grove Mountains 021712,285.3,2003,-72.790280,75.295000,3
Dar al Gani 895,286,2000,27.133330,16.116670,3
Shalim 001,286,2000,18.185000,55.110000,3
Sayh al Uhaymir 434,286.1,2001,21.089080,57.272650,3
Sayh al Uhaymir 276,286.41,2002,20.100170,56.837750,3
Queen Alexandra Range 02160,286.6,2002,-84.000000,168.000000,3
Jiddat al Harasis 442,287.487,2007,19.605570,56.428520,3
Northwest Africa 7687,288,2011,0.000000,0.000000,3
Dhofar 507,288,2000,18.328330,54.193330,3
Thiel Mountains 99001,288,2000,-85.165170,-94.573350,3
Jiddat al Harasis 302,288.51,2005,19.828380,56.442430,3
El Médano 092,289,2011,-24.850000,-70.533330,3
Dhofar 572,289,2001,18.702920,54.367080,3
Ramlat as Sahmah 398,289.6,2010,20.146730,55.709750,3
Umm as Samim 008,290.3,2009,21.005780,56.469180,3
Grove Mountains 051772,291,2006,-72.781110,75.306110,3
Sayh al Uhaymir 041,291.2,2000,21.075560,57.257220,3
Shalim 010,291.6,2009,18.888680,55.437850,3
Dhofar 262,291.8,2001,18.277330,54.255330,3
Jay Bird Springs,292,2003,32.133333,-82.983333,3
Acfer 381,292,2002,27.700000,4.450000,3
Dhofar 1011,292.8,2002,18.554780,54.042720,3
Dhofar 173,293.1,2000,19.062780,54.560000,3
Jiddat al Harasis 682,293.2,2011,19.740870,55.604670,3
Sayh al Uhaymir 416,293.6,2005,20.043030,56.577880,3
Grove Mountains 051771,294,2006,-72.778890,75.327500,3
Grove Mountains 052033,294,2006,-72.778330,75.317780,3
Jiddat al Harasis 296,294.42,2005,19.799830,56.467170,3
Ksar Ghilane 008,295,2011,32.761070,9.866320,3
Dhofar 1711,295,2010,18.650730,54.699920,3
Dhofar 773,295,2000,18.847300,54.535380,3
Ramlat al Wahibah 015,295.83,2006,21.172770,58.421750,3
El Médano 089,296,2011,-24.850000,-70.533330,3
United Arab Emirates 011,296,2009,22.851140,55.141750,3
Grove Mountains 052659,296,2006,-72.783330,75.305830,3
Dhofar 1039,296,2000,18.330450,54.526800,3
Dhofar 1047,296,2000,18.793070,54.627280,3
Northwest Africa 161,296,2000,29.916670,-5.583330,3
Meteorite Hills 00466,296.8,2000,-79.683330,155.750000,3
Jiddat al Harasis 379,297.7,2003,19.284380,55.703570,3
Ramlat as Sahmah 417,297.9,2010,20.334070,56.203700,3
El Médano 148,298,2011,-24.850000,-70.533330,3
Grove Mountains 050193,298,2006,-72.983610,75.238060,3
Jiddat al Harasis 238,298,2005,19.979730,56.414050,3
Acfer 349,298,2001,27.840670,4.314330,3
Dhofar 1014,298.27,2002,18.556730,54.000830,3
Sayh al Uhaymir 453,298.93,2006,20.479280,56.828980,3
Ksar Ghilane 003,299,2010,32.801570,9.841100,3
Sayh al Uhaymir 043,299.2,2000,20.936670,57.261110,3
Los Vientos 011,300,2011,-24.683330,-69.766670,3
Mughsayl,300,2005,16.924500,53.785000,3
Dhofar 604,300,2001,18.788800,54.418630,3
Northwest Africa 459,300,2001,31.368170,-4.016830,3
Dar al Gani 945,300,2000,27.188670,16.375830,3
Jiddat al Harasis 076,300.56,2002,19.050030,55.444350,3
Kansas State University,301,2004,39.275560,-96.259440,3
Meteorite Hills 00506,301.1,2000,-79.683330,155.750000,3
Thiel Mountains 99009,302.9,2000,-85.155480,-94.546870,3
Hammadah al Hamra 319,303,2001,29.140500,11.896170,3
Sayh al Uhaymir 275,303.23,2002,20.944950,57.355850,3
Jiddat al Harasis 415,304.246,2007,19.814620,56.529980,3
Meteorite Hills 00515,304.8,2000,-79.683330,155.750000,3
Jiddat al Harasis 275,304.9,2005,19.975170,55.954020,3
Dar al Gani 1055,305,2007,27.380000,16.469000,3
Dhofar 1066,305,2000,18.850020,54.622120,3
Ramlat al Wahibah 013,305.21,2006,21.157400,58.410680,3
Umm as Samim 025,305.98,2010,21.125380,55.526970,3
Sayh al Uhaymir 225,306.69,2002,20.060350,56.949180,3
Sayh al Uhaymir 045,306.9,2000,21.043610,57.017500,3
San Juan 026,307,2008,-25.442500,-69.871167,3
Dhofar 364,307,2000,19.091320,54.794650,3
Sayh al Uhaymir 231,307.28,2002,20.513220,57.367570,3
Superior Valley 020,307.75,2003,35.238580,-117.026280,3
Jiddat al Harasis 077,307.8,2002,19.666070,55.651670,3
Los Vientos 018,308,2010,-24.683330,-69.766670,3
Dhofar 1070,308,2000,19.008670,54.769620,3
Dhofar 357,308,2000,18.635380,54.731050,3
Dhofar 533,308,2000,18.178330,54.181670,3
LaPaz Icefield 02227,308.5,2002,-86.366670,-70.000000,3
Dhofar 1625,308.6,2009,18.669750,54.213580,3
Pecora Escarpment 02003,308.6,2002,-85.633330,-68.700000,3
Jiddat al Harasis 436,308.65,2007,19.626200,56.509320,3
Jiddat al Harasis 226,308.67,2005,19.974930,56.426900,3
Jiddat al Harasis 382,308.9,2003,19.297520,55.782900,3
Dhofar 1490,309,2008,18.797830,54.404370,3
Dhofar 469,309,2001,19.240900,54.936940,3
Dar al Gani 1060,310,2010,26.919500,16.657000,3
Jiddat al Harasis 507,310,2008,19.678970,55.521150,3
Dhofar 491,310,2001,18.586670,54.396670,3
Sayh al Uhaymir 069,311.9,2001,20.819000,57.339670,3
Catalina 024,312,2009,-25.233330,-69.716670,3
Grove Mountains 052032,312,2006,-72.778330,75.318060,3
Dhofar 176,312,2000,19.069170,54.534720,3
Grove Mountains 090647,312.39,2010,-72.778860,75.314470,3
Dhofar 174,312.9,2000,19.063890,54.563890,3
Sayh al Uhaymir 308,313,2004,21.064170,57.298870,3
Northwest Africa 771,313,2000,26.560000,-11.555500,3
Jiddat al Harasis 298,313.1,2005,19.801920,56.462170,3
Thiel Mountains 99004,313.4,2000,-85.163450,-94.590880,3
LaPaz Icefield 02225,313.5,2002,-86.366670,-70.000000,3
Northwest Africa 7684,314,2011,0.000000,0.000000,3
Dhofar 625,314,2001,19.112830,54.823630,3
Sayh al Uhaymir 116,314,2000,20.541670,56.680000,3
Dhofar 1579,314.3,2009,19.295280,54.892780,3
Jiddat al Harasis 222,314.6,2005,19.763120,56.558070,3
Sayh al Uhaymir 271,314.63,2002,20.768850,57.260020,3
Dhofar 515,315,2000,19.006670,54.393330,3
Meteorite Hills 00479,315,2000,-79.683330,155.750000,3
Dhofar 159,315.1,2000,19.264440,54.818610,3
Dhofar 1400,315.5,2003,19.195000,54.595930,3
Jiddat al Harasis 538,316,2008,19.545300,55.162480,3
Dhofar 1103,316,2004,19.091944,54.805556,3
Bates Nunataks 00305,316.4,2000,-80.250000,153.500000,3
Dar al Gani 993,317,2002,27.453670,16.323000,3
Dhofar 767,317,2000,18.832300,54.765830,3
Jiddat al Harasis 696,317.1,2011,19.062430,55.556420,3
Sayh al Uhaymir 535,318.21,2010,20.401380,56.638250,3
Dhofar 1683,318.6,2011,19.653950,54.237700,3
El Médano 045,319,2011,-24.850000,-70.533330,3
Dhofar 1705,319,2010,19.035820,54.507450,3
Sayh al Uhaymir 211,319,2002,20.368580,56.886680,3
Tanezrouft 087,320,2003,25.756100,0.267920,3
Dhofar 236,320,2000,19.028330,54.548330,3
Dhofar 503,320,2000,18.581670,54.405000,3
Northwest Africa 544,320,2000,31.100000,-5.183330,3
Jiddat al Harasis 340,320.3,2006,19.790720,56.500550,3
Pampa de Mejillones 003,321,2003,-23.263310,-70.454580,3
Dar al Gani 1032,321,2000,27.035000,16.381330,3
MacAlpine Hills 02830,321.4,2002,-84.216670,160.500000,3
Meteorite Hills 01049,321.8,2001,-79.683330,159.750000,3
Jiddat al Harasis 546,322.9,2008,19.536630,55.160120,3
Sayh al Uhaymir 491,323,2008,20.292600,56.642250,3
Meteorite Hills 01008,323.2,2001,-79.683330,159.750000,3
Shalim 008,323.5,2009,18.867950,55.450730,3
Meteorite Hills 01033,323.9,2001,-79.683330,159.750000,3
Bunburra Rockhole,324,2007,-31.350000,129.190000,3
Dhofar 1437,324,2003,18.926670,54.566670,3
Dhofar 136,324,2000,18.701170,54.290830,3
Dhofar 265,324.3,2001,18.602830,54.455170,3
Jiddat al Harasis 492,325,2008,19.981470,56.417440,3
Erg Tiferine,325,2001,27.266670,6.766670,3
Jiddat al Harasis 211,325.25,2002,19.961100,56.428730,3
Ramlat as Sahmah 341,325.37,2010,20.787220,55.454750,3
Shişr 004,325.7,2001,18.584330,53.913670,3
Dhofar 1695,326,2010,19.095780,54.801880,3
Sayh al Uhaymir 113,326,2001,21.060000,57.265000,3
Jiddat al Harasis 505,326.2,2008,19.694180,55.674800,3
Ramlat as Sahmah 307,327.5,2009,20.526270,55.905950,3
Dhofar 1144,328,2005,19.191222,54.671556,3
Dhofar 567,328,2001,18.712800,54.378420,3
Catalina 010,329,2010,-25.233330,-69.716670,3
Dhofar 727,329,2001,19.343330,54.733330,3
Meteorite Hills 01036,329.3,2001,-79.683330,159.750000,3
Lorton,329.7,2010,38.700660,-77.211630,3
Dhofar 1635,330,2004,18.942670,54.319000,3
Bir Zar 002,331,2008,31.938330,10.284030,3
Dhofar 504,331,2000,18.735000,54.368330,3
El Atchane 012,331.2,2002,29.126600,4.717730,3
Sayh al Uhaymir 164,331.47,2001,20.983530,57.201020,3
Jiddat al Harasis 257,331.9,2005,19.991020,56.480620,3
Dhofar 626,332,2001,19.116080,54.822830,3
Dhofar 1042,332,2000,18.938680,54.740350,3
LaPaz Icefield 02324,332.4,2002,-86.366670,-70.000000,3
El Médano 121,333,2011,-24.850000,-70.533330,3
Los Vientos 024,333,2011,-24.683330,-69.766670,3
Sayh al Uhaymir 079,333,2000,21.051830,57.269670,3
Superstition Mountain,333,2000,32.870830,-115.782500,3
Dhofar 595,334,2001,18.740120,54.373280,3
Dhofar 1009,334.23,2003,18.553900,54.013150,3
Jiddat al Harasis 451,334.313,2007,19.740780,56.306780,3
Ramlat as Sahmah 364,334.46,2010,20.508880,55.835970,3
Ashuwairif 005,335,2010,29.394500,14.292330,3
Ksar Ghilane 004,335,2010,32.817550,9.955180,3
LaPaz Icefield 02228,335.8,2002,-86.366670,-70.000000,3
Sayh al Uhaymir 202,335.86,2001,21.070870,57.311170,3
Grove Mountains 052116,336,2006,-72.774720,75.323610,3
Grove Mountains 053491,336,2006,-72.778890,75.318890,3
Dhofar 709,336,2001,18.385000,54.135000,3
Dhofar 370,336,2000,19.078280,54.787120,3
Jiddat al Harasis 596,336.4,2009,19.661480,56.439270,3
Dhofar 421,337,2001,18.771780,54.227350,3
Caleta el Cobre 003,338,2010,-24.250000,-70.516670,3
Dhofar 506,340,2000,18.308330,54.173330,3
Dhofar 1567,341,2009,18.962170,54.189670,3
Dhofar 1533,341,2006,18.351170,54.532000,3
Jiddat al Harasis 404,341,2006,19.680200,56.610080,3
Sayh al Uhaymir 240,341.65,2002,20.560930,57.332600,3
Carancas,342,2007,-16.664440,-69.043890,3
Hammadah al Hamra 343,342,2001,29.101170,12.033330,3
Hammadah al Hamra 275,342,2000,28.463000,12.856830,3
Grove Mountains 021493,342.5,2003,-72.936110,75.308890,3
Ramlat al Wahibah 026,342.66,2006,21.310370,58.402230,3
Meteorite Hills 01009,343,2001,-79.683330,159.750000,3
Meteorite Hills 00478,343,2000,-79.683330,155.750000,3
Gao-Guenie (b),344,2002,11.650000,-2.183330,3
Sayh al Uhaymir 117,344,2000,20.536670,56.683330,3
Grove Mountains 051739,345,2006,-72.780000,75.320280,3
Dhofar 1569,345,2005,18.648670,54.430830,3
Grove Mountains 022034,345,2003,-72.781940,75.302500,3
San Juan 002,345,2002,-25.575000,-69.795000,3
Jiddat al Harasis 432,345.34,2007,19.756680,56.335880,3
Dhofar 526,346,2000,19.338330,54.676670,3
Anthony Gap,347.36,2011,32.005840,-106.560280,3
Jiddat al Harasis 706,347.6,2011,19.283850,55.340870,3
Shalim 018,347.8,2011,18.898370,55.581870,3
Meteorite Hills 00472,348.3,2000,-79.683330,155.750000,3
San Juan 015,349,2008,-25.444500,-69.867000,3
Sayh al Uhaymir 192,349.28,2002,20.965970,57.325700,3
Jiddat al Harasis 562,350,2008,19.832630,56.213170,3
Wood Lake,350,2003,45.000000,-79.066670,3
Sayh al Uhaymir 521,350.1,2009,20.404320,56.642050,3
Ramlat as Sahmah 232,350.3,2003,20.552150,55.922970,3
Chandler,350.4,2009,33.245580,-111.896330,3
Meteorite Hills 01060,351.4,2001,-79.683330,159.750000,3
Frontier Mountain 03077,352.2,2003,-72.952810,160.444140,3
Ramlat as Sahmah 367,352.78,2010,20.519420,55.852870,3
Shişr 164,353,2002,18.252500,53.998000,3
Dhofar 275,353,2001,19.151670,54.775000,3
Jiddat al Harasis 435,353.16,2007,19.692720,56.377320,3
Pecora Escarpment 02001,354,2002,-85.633330,-68.700000,3
Dhofar 312,354,2001,18.988330,54.605000,3
Dhofar 496,354,2000,18.155000,54.111670,3
Grove Mountains 090142,354.65,2010,-72.777470,75.312750,3
Shişr 035,355.06,2003,18.429570,54.041270,3
Jiddat al Harasis 202,355.11,2002,19.984200,56.427070,3
Sayh al Uhaymir 474,355.507,2002,20.097420,56.628520,3
Dhofar 1136,356,2005,19.274778,54.672972,3
Dhofar 113,356,2000,18.191500,54.112500,3
Dhofar 150,356,2000,19.246330,54.706670,3
Al Huwaysah 008,356.2,2010,22.737970,55.321250,3
Meteorite Hills 01039,356.2,2001,-79.683330,159.750000,3
Sayh al Uhaymir 506,356.7,2009,21.254520,56.503000,3
San Juan 033,357,2009,-25.440833,-69.868833,3
Hammadah al Hamra 323,358,2001,29.182500,12.261830,3
Meteorite Hills 01054,358.5,2001,-79.683330,159.750000,3
Grove Mountains 052905,359,2006,-72.779170,75.316670,3
Northwest Africa 456,359,2001,26.784000,-12.833500,3
Pampa de Mejillones 012,360,2006,-23.162220,-70.436330,3
Dhofar 1589,360,2004,18.672670,54.429170,3
Pampa de Mejillones 010,360,2004,-23.202220,-70.435280,3
Ramlat as Sahmah 331,360,2004,20.091500,56.357500,3
Acfer 337,360,2002,27.683330,4.266670,3
Adrar Bous,360,2001,20.500000,9.000000,3
Jiddat al Harasis 616,360.5,2009,19.171350,55.421700,3
Dhofar 627,361,2001,19.112120,54.820220,3
Dhofar 716,361,2001,19.166670,54.583330,3
Dhofar 1040,361,2000,18.786400,54.629550,3
Meteorite Hills 00468,361.7,2000,-79.683330,155.750000,3
Dhofar 423,362,2001,18.616900,54.730170,3
Dhofar 552,362,2001,18.716600,54.367530,3
Dhofar 713,362,2001,18.715000,54.358330,3
Dhofar 756,362,2000,18.421120,54.588530,3
Dhofar 1506,362.2,2009,18.160300,54.177170,3
Meteorite Hills 01024,362.2,2001,-79.683330,159.750000,3
Al Huqf 059,362.7,2001,19.314680,57.273430,3
Grove Mountains 022120,363,2003,-72.778890,75.313610,3
Acfer 394,364,2001,27.518670,3.880330,3
Jiddat al Harasis 437,364.022,2007,19.581070,56.472130,3
Jiddat al Harasis 716,364.2,2011,19.661320,56.676600,3
Johannessen Nunataks 03008,365.3,2003,-72.899640,161.128360,3
Jiddat al Harasis 647,365.6,2010,19.819950,56.660370,3
Grove Mountains 022112,365.6,2003,-72.779170,75.310560,3
Sayh al Uhaymir 469,365.6,2003,20.996400,57.287870,3
Grove Mountains 090005,365.85,2010,-72.779220,75.315470,3
Jiddat al Harasis 353,366.2,2003,19.363650,55.634600,3
Dar al Gani 927,367,2000,26.983330,16.583330,3
Dar al Gani 939,367,2000,27.383330,16.050000,3
Meteorite Hills 00471,367.1,2000,-79.683330,155.750000,3
Meteorite Hills 00475,367.8,2000,-79.683330,155.750000,3
Paposo 003,368,2011,-25.000000,-70.466670,3
Dhofar 529,368,2001,18.373330,54.130000,3
Jiddat al Harasis 210,368.82,2002,19.981400,56.418250,3
Tanezrouft 084,369,2003,24.756100,-0.434580,3
Grove Mountains 090994,369.1,2010,-72.984890,75.248670,3
Sayh al Uhaymir 408,369.1,2005,20.910220,56.902280,3
LaPaz Icefield 02326,369.3,2002,-86.366670,-70.000000,3
Meteorite Hills 00463,369.9,2000,-79.683330,155.750000,3
Thiel Mountains 07006,370,2007,-85.167167,-94.675170,3
Dhofar 711,370,2001,18.498330,54.043330,3
Dhofar 376,370,2000,19.091870,54.795950,3
Dhofar 571,371,2001,18.719050,54.369620,3
Grove Mountains 021604,371.1,2003,-72.941670,75.277500,3
Thiel Mountains 99014,371.3,2000,-85.167820,-94.727880,3
Sayh al Uhaymir 287,373,2004,20.526930,57.134330,3
Ramlat as Sahmah 304,373.4,2009,20.438020,56.102780,3
Jiddat al Harasis 377,373.5,2003,19.310430,55.710930,3
Sayh al Uhaymir 508,373.9,2009,21.200070,56.735500,3
Dhofar 528,374,2001,18.366670,54.151670,3
Jiddat al Harasis 383,374.8,2003,19.282320,55.780920,3
Shişr 048,375,2005,18.547470,53.999860,3
Stewart Valley 009,375,2003,36.175570,-116.159000,3
Dhofar 505,375,2000,18.298330,54.193330,3
Jiddat al Harasis 581,375.1,2009,19.421970,56.699080,3
Dar al Gani 935,376,2000,27.133330,16.016670,3
Dhofar 770,376,2000,18.245000,54.409120,3
Jiddat al Harasis 219,376.89,2005,19.704380,56.642430,3
Hammadah al Hamra 262,377,2000,28.455170,12.868170,3
Acfer 338,377.6,2002,27.716670,4.266670,3
Hammadah al Hamra 306,378,2000,28.698500,13.041170,3
Jiddat al Harasis 311,378.74,2005,19.742420,55.700900,3
Golden Mile,378.8,2000,35.890000,-114.166670,3
Sayh al Uhaymir 527,379,2010,20.030240,56.648010,3
Dhofar 590,379,2001,18.705630,54.181520,3
Dhofar 685,379,2001,19.345380,54.735050,3
Shişr 106,379.59,2001,18.191520,53.812900,3
Shişr 038,379.85,2002,18.545880,53.933780,3
Dhofar 1547,380,2008,18.585000,54.280000,3
Dhofar 482,380,2001,19.150830,54.683330,3
Jiddat al Harasis 372,380.9,2003,19.358720,55.710720,3
Dhofar 735,381,2002,19.068330,54.780000,3
Hammadah al Hamra 293,382,2000,28.783330,12.533330,3
Northwest Africa 837,382,2000,27.388330,-9.017330,3
Dhofar 787,382.5,2001,19.029220,54.544730,3
Rhall Amane 002,383,2005,23.390670,-9.940170,3
Dhofar 484,383,2001,19.110450,54.873890,3
Dhofar 373,383,2000,18.652120,54.745580,3
Dhofar 117,385,2000,18.701170,54.196830,3
Sayh al Uhaymir 081,385,2000,21.051830,57.269670,3
Sayh al Uhaymir 166,385.2,2001,21.020630,57.213100,3
Ramlat as Sahmah 416,385.8,2010,20.335320,56.202630,3
Dhofar 521,386,2000,19.173330,54.870000,3
Grove Mountains 022403,386.3,2003,-72.775000,75.340833,3
Jiddat al Harasis 692,387,2011,19.049550,55.560700,3
Dhofar 1697,387,2010,19.062520,54.559530,3
Sayh al Uhaymir 292,387,2004,20.603420,57.164270,3
Northwest Africa 458,387,2001,26.784000,-12.833500,3
Jiddat al Harasis 508,387.9,2008,19.669770,55.512400,3
Dhofar 1519,388,2008,18.461170,54.366330,3
Acfer 391,388,2004,27.596170,4.172000,3
Meteorite Hills 01038,388,2001,-79.683330,159.750000,3
Jiddat al Harasis 025,388,2000,19.431670,56.898330,3
Dhofar 1474,388.7,2008,18.610570,54.171550,3
Sayh al Uhaymir 049,389,2000,20.980670,57.302170,3
Ramlat as Sahmah 298,389.2,2009,20.667130,55.315720,3
Acfer 363,389.9,2002,27.581630,4.293880,3
Dhofar 1641,390,2009,18.472030,54.128400,3
Sayh al Uhaymir 518,390.3,2009,20.371530,56.510820,3
Meteorite Hills 01007,390.3,2001,-79.683330,159.750000,3
Jiddat al Harasis 660,390.8,2011,19.697300,56.706000,3
Dhofar 448,391,2001,18.899420,54.539570,3
El Médano 029,392,2010,-24.850000,-70.533330,3
Galleta Flat,392,2009,32.004150,-110.375030,3
Dhofar 720,392,2000,18.945000,54.895000,3
Sayh al Uhaymir 256,392.5,2002,20.600630,57.159250,3
Grove Mountains 052758,393,2006,-72.778610,75.316670,3
Shişr 042,393.86,2003,18.574520,53.816100,3
Dhofar 860,394,2003,19.300000,54.668330,3
Acfer 395,394,2001,27.509170,3.887670,3
Dhofar 235,394,2000,19.005000,54.550000,3
Dhofar 1687,394.6,2011,18.090100,54.087880,3
Grove Mountains 052759,395,2006,-72.780000,75.316940,3
Grove Mountains 053527,395,2006,-72.781940,75.298060,3
Dhofar 442,395,2001,18.862480,54.430000,3
Northwest Africa 723,395,2000,29.883330,-5.500000,3
Meteorite Hills 01065,395.2,2001,-79.683330,159.750000,3
Umm as Samim 015,395.66,2010,21.345330,55.463000,3
Thiel Mountains 07013,396,2007,-85.165670,-94.683833,3
Shişr 047,396,2005,18.547440,53.994280,3
Grove Mountains 055364,396.4,2006,-72.993330,75.218330,3
El Médano 133,397,2011,-24.850000,-70.533330,3
Acfer 389,397,2004,27.504000,3.681670,3
Meteorite Hills 01056,397.1,2001,-79.683330,159.750000,3
Jiddat al Harasis 635,397.8,2010,19.668890,55.742700,3
Dhofar 1541,398,2006,18.627500,54.742500,3
Grove Mountains 022033,398.7,2003,-72.782220,75.302220,3
San Juan 007,398.897,2007,-25.447500,-69.851000,3
San Juan 029,399,2008,-25.441833,-69.871000,3
Sayh al Uhaymir 052,399,2000,21.011000,57.320670,3
Johannessen Nunataks 03009,400,2003,-72.899890,161.129000,3
Acfer 339,400,2002,27.550000,4.200000,3
Dhofar 958,400,2002,19.085000,54.770000,3
Dhofar 655,400,2001,19.119530,54.835630,3
Dhofar 1462,400.8,2008,18.349550,54.250130,3
Sayh al Uhaymir 263,400.8,2002,20.695280,57.183230,3
Pecora Escarpment 02004,401.9,2002,-85.633330,-68.700000,3
Dhofar 1453,402.4,2008,18.998650,54.393820,3
Al Huqf 012,402.75,2003,19.802520,57.321370,3
Al Huqf 051,402.75,2003,19.802520,57.321370,3
Dhofar 407,403,2001,19.285030,54.534130,3
Dhofar 116,403,2000,18.743500,54.579500,3
Sayh al Uhaymir 519,403.2,2009,20.371650,56.510170,3
LaPaz Icefield 02329,403.9,2002,-86.366670,-70.000000,3
Dhofar 1303,404,2002,19.302500,54.555000,3
Northwest Africa 7449,405,2009,24.133330,-13.166670,3
Dhofar 684,405,2001,19.312680,54.718900,3
Shalim 013,405.8,2009,18.986450,55.586480,3
Grove Mountains 022024,405.9,2003,-72.783610,75.299440,3
Dhofar 1285,406,2002,19.302500,54.555000,3
Grove Mountains 021669,406.1,2003,-72.778330,75.330280,3
Umm as Samim 024,406.8,2010,21.126370,55.526120,3
Johannessen Nunataks 03011,407.3,2003,-72.896560,161.080530,3
Sayh al Uhaymir 196,407.77,2002,21.043000,57.343070,3
Jiddat al Harasis 585,408.7,2009,19.438730,56.677480,3
Dhofar 697,409,2002,19.383330,54.595000,3
Dhofar 403,409,2001,19.293630,54.538030,3
Meteorite Hills 01006,409.9,2001,-79.683330,159.750000,3
Acfer 344,410,2002,27.733330,4.198330,3
Acfer 367,410,2002,27.684330,4.429170,3
Dhofar 299,410,2001,18.546670,54.310000,3
Dhofar 333,410,2000,18.375000,54.138330,3
Dar al Gani 1063,410.3,2002,27.274170,16.408330,3
Jiddat al Harasis 262,410.31,2005,19.996530,56.526100,3
Sayh al Uhaymir 414,410.31,2005,19.996530,56.526100,3
Sayh al Uhaymir 074,410.5,2001,20.627500,57.164330,3
Jiddat al Harasis 113,411,2004,19.673267,55.742217,3
Dhofar 926,411,2002,19.073330,54.748330,3
Dhofar 315,411.25,2001,19.353330,54.825000,3
Sayh al Uhaymir 313,412,2004,20.680000,56.815000,3
Dhofar 349,412,2001,18.455000,54.280000,3
Sayh al Uhaymir 536,412.8,2010,20.537380,56.989170,3
Dhofar 253,413,2001,18.624670,54.096670,3
Dhofar 320,413,2001,19.038330,54.611670,3
Northwest Africa 465,413.5,2001,26.784000,-12.833500,3
Grove Mountains 052244,414,2006,-72.779170,75.313610,3
Hiroshima,414,2003,34.450000,132.383330,3
Dhofar 014,414,2000,18.243330,54.141670,3
Ramlat as Sahmah 340,414.1,2010,20.793150,55.464930,3
Sayh al Uhaymir 497,415,2009,20.211670,56.604670,3
Jiddat al Harasis 071,415.13,2001,19.333270,56.174900,3
Dhofar 319,416,2000,18.570000,54.286670,3
Ramlat as Sahmah 377,416.27,2010,20.546280,56.013650,3
Ramlat as Sahmah 228,417.35,2003,20.560220,55.972620,3
Jiddat al Harasis 572,417.6,2009,19.750920,56.331050,3
Meteorite Hills 00464,418.9,2000,-79.683330,155.750000,3
San Juan 025,419,2008,-25.372000,-69.899500,3
Dhofar 348,419,2001,18.483330,54.325000,3
Sayh al Uhaymir 243,419.16,2002,20.565650,57.358300,3
Jiddat al Harasis 264,419.8,2005,19.980650,56.468650,3
Ramlat as Sahmah 300,419.9,2009,20.666420,55.314020,3
Dhofar 1656,420,2011,18.334700,54.402600,3
Ramlat as Sahmah 007,420,2004,20.170000,56.265000,3
Plateau du Tademait 005,420,2002,27.891670,0.216670,3
Dhofar 1035,420.1,2003,18.699420,54.265100,3
Jiddat al Harasis 632,421,2010,19.884600,56.514060,3
Dhofar 327,421,2001,18.388330,54.133330,3
Meteorite Hills 01037,421,2001,-79.683330,159.750000,3
Jiddat al Harasis 258,421.9,2005,19.990970,56.483330,3
Dhofar 1663,422,2011,19.139050,54.873530,3
Dhofar 1196,422,2004,18.960770,54.377070,3
Northwest Africa 2234,422,2000,30.916670,-4.900000,3
Meteorite Hills 00467,422.5,2000,-79.683330,155.750000,3
Grove Mountains 050084,423,2006,-72.995278,75.205833,3
Jiddat al Harasis 592,423.2,2009,19.420450,56.699630,3
Dhofar 973,423.5,2004,19.268310,54.846940,3
Dhofar 667,424,2001,19.116280,54.809500,3
Dhofar 374,424,2000,18.701820,54.792280,3
Hammadah al Hamra 282,424,2000,28.439170,12.886170,3
Grove Mountains 054321,425,2006,-72.779722,75.298056,3
Ramlat as Sahmah 262,425,2006,20.013520,56.406970,3
